question_id,topic,component,subtopic,question_type,difficulty,priority,active,tags,source_ref,version,subtopic_code,id_prefix,next_seq,prompt,option_a,option_b,option_c,option_d,option_e,correct_option,explanation
MCQ_FR_FILE_TAXDEAD_038,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,38,Which of the following is an automatic overseas test?,Only home in UK,Full time work in UK during tax year,Spouse or child in UK,Fewer than 91 days in UK during tax year and work full time overseas,183 days or more in UK during tax year,D,Fewer than 91 days in UK during tax year and work full time overseas
MCQ_FR_FILE_TAXDEAD_039,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,39,Which of the following is an automatic UK test?,Spouse or child in UK,Accommodation in UK and spent at least one night there,183 days or more in UK during tax year,Only home in UK,Full time work in UK during tax year,C,183 days or more in UK during tax year
MCQ_FR_FILE_TAXDEAD_040,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,40,Which of the following is an automatic UK test?,At least 40 days working 3 hours a day in the UK,Only home in UK,Full time work in UK during tax year,Spouse or child in UK,Accommodation in UK and spent at least one night there,B,Only home in UK
MCQ_FR_FILE_TAXDEAD_041,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,41,Which of the following is an automatic UK test?,Full time work in UK during tax year,Spouse or child in UK,Accommodation in UK and spent at least one night there,At least 40 days working 3 hours a day in the UK,Being in UK for more than 90 days during either of the two previous tax years,A,Full time work in UK during tax year
MCQ_FR_FILE_TAXDEAD_042,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,42,Which of the following is a sufficient tie?,Accommodation in UK and spent at least one night there,At least 40 days working 3 hours a day in the UK,Being in UK for more than 90 days during either of the two previous tax years,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else",Spouse or child in UK,E,Spouse or child in UK
MCQ_FR_FILE_TAXDEAD_043,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,43,Which of the following is a sufficient tie?,Being in UK for more than 90 days during either of the two previous tax years,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else",Within three months of the beginning of its first accounting period,Accommodation in UK and spent at least one night there,At least 40 days working 3 hours a day in the UK,D,Accommodation in UK and spent at least one night there
MCQ_FR_FILE_TAXDEAD_044,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,44,Which of the following is a sufficient tie?,Within three months of the beginning of its first accounting period,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period",At least 40 days working 3 hours a day in the UK,Being in UK for more than 90 days during either of the two previous tax years,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else",C,At least 40 days working 3 hours a day in the UK
MCQ_FR_FILE_TAXDEAD_045,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,45,Which of the following is a sufficient tie?,Later of 12 months from end of accounting period or three months from notification,Being in UK for more than 90 days during either of the two previous tax years,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else",Within three months of the beginning of its first accounting period,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period",B,Being in UK for more than 90 days during either of the two previous tax years
MCQ_FR_FILE_TAXDEAD_046,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,46,Which of the following is a sufficient tie?,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else",Within three months of the beginning of its first accounting period,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period",Later of 12 months from end of accounting period or three months from notification,Nine months and one day after end of accounting period,A,"If previously UK resident in last three tax years, spending more time in the UK than anywhere else"
MCQ_FR_FILE_TAXDEAD_047,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,47,When must a company notify HMRC of its first accounting periof?,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period",Later of 12 months from end of accounting period or three months from notification,Nine months and one day after end of accounting period,"Quarterly instalments on the 14th of months 7, 10, 13, 16",Within three months of the beginning of its first accounting period,E,Within three months of the beginning of its first accounting period
MCQ_FR_FILE_TAXDEAD_048,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,48,When must a company notify HMRC of its chargeability for coporation tax?,Nine months and one day after end of accounting period,"Quarterly instalments on the 14th of months 7, 10, 13, 16",1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period",Later of 12 months from end of accounting period or three months from notification,D,"If HMRC does not issue notice, company must notify within 12 months of end of accounting period"
MCQ_FR_FILE_TAXDEAD_049,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,49,When must a company file its corporation tax return?,1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period,Within 12 months of filing date,Later of 12 months from end of accounting period or three months from notification,Nine months and one day after end of accounting period,"Quarterly instalments on the 14th of months 7, 10, 13, 16",C,Later of 12 months from end of accounting period or three months from notification
MCQ_FR_FILE_TAXDEAD_050,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,50,When must a company (not large) file pay its coropration tax?,6 years from end of accounting period,Nine months and one day after end of accounting period,"Quarterly instalments on the 14th of months 7, 10, 13, 16",1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period,Within 12 months of filing date,B,Nine months and one day after end of accounting period
MCQ_FR_FILE_TAXDEAD_051,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,51,When must a large company with a 12 month accounting period pay it corporation tax?,"Quarterly instalments on the 14th of months 7, 10, 13, 16",1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period,Within 12 months of filing date,6 years from end of accounting period,HMRC to give notice by first anniversary of filing date,A,"Quarterly instalments on the 14th of months 7, 10, 13, 16"
MCQ_FR_FILE_TAXDEAD_052,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,52,When must a large company with a short accounting period pay it corporation tax?,Within 12 months of filing date,6 years from end of accounting period,HMRC to give notice by first anniversary of filing date,Quarter day following the first anniversary of actual filing date,1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period,E,1st installment 14th of month 7…. Last instalment ALWAYS due 14th of 4th month at the end of accounting period
MCQ_FR_FILE_TAXDEAD_053,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,53,When can a company amend its corporation tax return?,HMRC to give notice by first anniversary of filing date,Quarter day following the first anniversary of actual filing date,31 October after end of tax year,Within 12 months of filing date,6 years from end of accounting period,D,Within 12 months of filing date
MCQ_FR_FILE_TAXDEAD_054,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,54,How long must a company keep it srecords?,31 October after end of tax year,31 January after end of tax year,6 years from end of accounting period,HMRC to give notice by first anniversary of filing date,Quarter day following the first anniversary of actual filing date,C,6 years from end of accounting period
MCQ_FR_FILE_TAXDEAD_055,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,55,The return was filed on time - what is HMRC's deadline to notify a compliance check?,5 October after end of tax year,HMRC to give notice by first anniversary of filing date,Quarter day following the first anniversary of actual filing date,31 October after end of tax year,31 January after end of tax year,B,HMRC to give notice by first anniversary of filing date
MCQ_FR_FILE_TAXDEAD_056,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,56,The return was filed late - what is HMRC's deadline to notify a compliance check?,Quarter day following the first anniversary of actual filing date,31 October after end of tax year,31 January after end of tax year,5 October after end of tax year,13 March - 3 months from notice date because it's after the October/January deadline,A,Quarter day following the first anniversary of actual filing date
